ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
43	1	ΣΩ	t_1	101689013	n-s---mv-	p-s---na-	a-s---na_	σω	τίς	τις	@||@
43	2	.	t_2	101689014	u--------	d--------	d--------	.	τηνικάδε	τηνικάδε	@||@
43	3	τί	t_3	101689015	p-s---na-	v2srim---	v2srie---	τίς	ἀφικνέομαι	ἀφικνέομαι	@||@
43	4	τηνικάδε	t_4	101689016	d--------	u--------	u--------	τηνικάδε	,	,	@||@
43	5	ἀφῖξαι	t_5	101689017	v2srie---	i--------	i--------	ἀφικνέομαι	ὦ	ὦ	@||@
43	6	,	t_6	101689018	u--------	n-s---mv-	n-s---mn-	,	Κρίτων	Κρίτων	@||@
43	7	ὦ	t_7	101689019	i--------	u--------	u--------	ὦ	;	;	@||@
43	8	Κρίτων	t_8	101689020	n-s---mv-	b--------	d--------	κρίτων	ἤ	ἤ1	@||@
43	9	;	t_9	101689021	u--------	d--------	d-------_	;	οὐ	οὐ	@||@
43	10	ἢ	t_10	101689022	d--------	d--------	d--------	ἤ1	πρωΐ	πρωί	@||@
43	11	οὐ	t_11	101689023	d--------	d--------	d--------	οὐ	ἔτι	ἔτι	@||@
43	12	πρῲ	t_12	101689024	d--------	v3spia---	v3spia---	πρωί	εἰμί	εἰμί	@||@
43	13	ἔτι	t_13	101689025	d--------	u--------	u--------	ἔτι	;	;	@||@
43	14	ἐστίν	t_14	101689026	v3spia---	d--------	d--------	εἰμί	πάνυ	πάνυ	@||@
43	15	;	t_15	101689027	u--------	g--------	d--------	;	μέν	μέν	@||@
43	1	ΚΡ	t_16	101689028	n-s---mn-	g--------	d--------	κρ	οὖν	οὖν	@||@
43	2	.	t_17	101689029	u--------	u--------	u--------	.	.	.	||
43	3	πάνυ	t_18	101689030	d--------	d--------	d--------	πάνυ	πηνίκα	πηνίκα	@||@
43	4	μὲν	t_19	101689031	d--------	d-------s	d--------	μέν	μάλα	μάλιστα	@|@|@
43	5	οὖν	t_20	101689032	d--------	u--------	u--------	οὖν	;	;	@||@
43	6	.	t_21	101689033	u--------	n-s---mn-	n-s---mn-	.	ὄρθρος	ὄρθρος	@||@
43	1	ΣΩ	t_22	101689034	n-s---mv-	a-s---mn-	a-s---mn-	σω	βαθύς	βαθύς	@||@
43	2	.	t_23	101689035	u--------	u--------	u--------	.	.	.	||
43	3	πηνίκα	t_24	101689036	d--------	v1spia---	v1spsa---	πηνίκα	θαυμάζω	θαυμάζω	@||@
43	4	μάλιστα	t_25	101689037	d--------	c--------	c--------	μάλιστα	ὅπως	ὅπως	@||@
43	5	;	t_26	101689038	u--------	v3saia---	v3saia---	;	ἐθέλω	ἐθέλω	@||@
43	1	ΚΡ	t_27	101689039	n-s---mn-	p2s---cd-	p-s---md-	κρ	σύ	σοι	@|@|@
43	2	.	t_28	101689040	u--------	l-s---mn-	l-s---mn-	.	ὁ	ὁ	@||@
43	3	ὄρθρος	t_29	101689041	n-s---mn-	l-s---ng-	l-s---ng-	ὄρθρος	ὁ	ὁ	@||@
43	4	βαθύς	t_30	101689042	a-s---mn-	n-s---ng-	n-s---ng-	βαθύς	δεσμωτήριον	δεσμωτήριον	@||@
43	5	.	t_31	101689043	u--------	n-s---mn-	n-s---mn-	.	φύλαξ	φύλαξ	@||@
43	1	ΣΩ	t_32	101689044	n-s---mv-	v--ana---	v--ana---	σω	ὑπακούω	ὑπακούω	@||@
43	2	.	t_33	101689045	u--------	u--------	u--------	.	.	.	||
43	3	θαυμάζω	t_34	101689046	v1spia---	a-s---mn-	a-s---mn-	θαυμάζω	συνήθης	συνήθης	@||@
43	4	ὅπως	t_35	101689047	c--------	d--------	d--------	ὅπως	ἤδη	ἤδη	@||@
43	5	ἠθέλησέ	t_36	101689048	v3saia---	p1s---cd-	p1s---md-	ἐθέλω	ἐγώ	ἐγώ	@||@
43	6	σοι	t_37	101689049	p-s---md-	v3spia---	v3spia---	σύ	εἰμί	εἰμί	@||@
43	7	ὁ	t_38	101689050	l-s---mn-	u--------	u--------	ὁ	,	,	@||@
43	8	τοῦ	t_39	101689051	l-s---ng-	i--------	i--------	ὁ	ὦ	ὦ	@||@
43	9	δεσμωτηρίου	t_40	101689052	n-s---ng-	n-s---mv-	n-s---mv-	δεσμωτήριον	Σωκράτης	Σωκράτης	@||@
43	10	φύλαξ	t_41	101689053	n-s---mn-	u--------	u--------	φύλαξ	,	,	@||@
43	11	ὑπακοῦσαι	t_42	101689054	v--ana---	r--------	r--------	ὑπακούω	διά	διά	@||@
43	12	.	t_43	101689055	u--------	l-s---na-	l-s---na-	.	ὁ	ὁ	@||@
43	1	ΚΡ	t_44	101689056	n-s---mn-	d--------	d--------	κρ	πολλάκις	πολλάκις	@||@
43	2	.	t_45	101689057	u--------	d--------	d--------	.	δεῦρο	δεῦρο	@||@
43	3	συνήθης	t_46	101689058	a-s---mn-	v--pna---	v--pna---	συνήθης	φοιτάω	φοιτάω	@||@
43	4	ἤδη	t_47	101689059	d--------	u--------	u--------	ἤδη	,	,	@||@
43	5	μοί	t_48	101689060	p1s---md-	b--------	c--------	ἐγώ	καί	καί	@||@
43	6	ἐστιν	t_49	101689061	v3spia---	p-s---nn-	p-s---nn-	εἰμί	τις	τις	@||@
43	7	,	t_50	101689062	u--------	d--------	d-------_	,	καί	καὶ	@||@
43	8	ὦ	t_51	101689063	i--------	v3srim---	v3srie---	ὦ	εὐεργετέω	εὐεργετέω	@||@
43	9	Σώκρατες	t_52	101689064	n-s---mv-	r--------	r--------	σωκράτης	ὑπό	ὑπό	@||@
43	10	,	t_53	101689065	u--------	p1s---cg-	p1s---mg-	,	ἐγώ	ἐγώ	@||@
43	11	διὰ	t_54	101689066	r--------	u--------	u--------	διά	.	.	@||@
43	12	τὸ	t_55	101689067	l-s---na-	d--------	d--------	ὁ	ἄρτι	ἄρτι	@||@
43	13	πολλάκις	t_56	101689068	d--------	b--------	d--------	πολλάκις	δέ	δέ	@||@
43	14	δεῦρο	t_57	101689069	d--------	v2spia---	v2spia---	δεῦρο	ἥκω	ἥκω	@||@
43	15	φοιτᾶν	t_58	101689070	v--pna---	b--------	c--------	φοιτάω	ἤ	ἢ	@||@
43	16	,	t_59	101689071	u--------	d--------	d--------	,	πάλαι	πάλαι	@||@
43	17	καί	t_60	101689072	c--------	u--------	u--------	καί	;	;	@||@
43	18	τι	t_61	101689073	p-s---nn-	d--------	a--------	τις	ἐπιεικής	ἐπιεικής	@||@
43	19	καὶ	t_62	101689074	d--------	d--------	d--------	καί	πάλαι	πάλαι	@||@
43	20	εὐεργέτηται	t_63	101689075	v3srie---	u--------	u--------	εὐεργετέω	.	.	@||@
43	21	ὑπʼ	t_64	101689076	r--------	d--------	d--------	ὑπό	εἶτα	εἶτα	@||@
43	22	ἐμοῦ	t_65	101689077	p1s---mg-	d--------	d-------_	ἐγώ	πῶς	πῶς	@||@
43	23	.	t_66	101689078	u--------	d--------	d--------	.	οὐ	οὐ	@||@
43	1	ΣΩ	t_67	101689079	n-s---mv-	d--------	d--------	σω	εὐθύς	εὐθύς2	@||@
43	2	.	t_68	101689080	u--------	v2saia---	v2saia---	.	ἐπεγείρω	ἐπαγείρω	@|@|@
43	3	ἄρτι	t_69	101689081	d--------	p1s---ca-	p1s---ma-	ἄρτι	ἐγώ	ἐγώ	@||@
43	4	δὲ	t_70	101689082	g--------	u--------	u--------	δέ	,	,	@||@
43	5	ἥκεις	t_71	101689083	v2spia---	b--------	c--------	ἥκω	ἀλλά	ἀλλά	@||@
43	6	ἢ	t_72	101689084	c--------	n-s---fd-	n-s---fd-	ἤ1	σιγή	σιγή	@||@
43	7	πάλαι	t_73	101689085	d--------	v2spim---	v2spim---	πάλαι	παρακάθημαι	παρακάθημαι	@||@
43	8	;	t_74	101689086	u--------	u--------	u--------	;	;	;	||
43	1	ΚΡ	t_75	101689087	n-s---mn-	d--------	d--------	κρ	οὐ	οὐ	@||@
43	2	.	t_76	101689088	u--------	r--------	r--------	.	μά	μά	@||@
43	3	ἐπιεικῶς	t_77	101689089	d--------	l-s---ma-	l-s---ma-	ἐπιεικής	ὁ	ὁ	@||@
43	4	πάλαι	t_78	101689090	d--------	n-s---ma-	n-d---fn-	πάλαι	Ζεύς	Δίη	@|@|@
43	5	.	t_79	101689091	u--------	u--------	u--------	.	,	,	@||@
43	1	ΣΩ	t_80	101689092	n-s---mv-	i--------	i--------	σω	ὦ	ὦ	@||@
43	2	.	t_81	101689093	u--------	n-s---mv-	n-s---mv-	.	Σωκράτης	Σωκράτης	@||@
43	3	εἶτα	t_82	101689094	d--------	u--------	u--------	εἶτα	,	,	@||@
43	4	πῶς	t_83	101689095	d--------	d--------	d-------_	πῶς	οὐ	οὐ	@||@
43	5	οὐκ	t_84	101689096	d--------	b--------	c--------	οὐ	δέ	δέ	@||@
43	6	εὐθὺς	t_85	101689097	d--------	g--------	d-------_	εὐθύς2	ἄν	ἐν	@|@|@
43	7	ἐπήγειράς	t_86	101689098	v2saia---	p-s---mn-	a-s---mn_	ἐπαγείρω	αὐτός	αὐτός	@||@
43	8	με	t_87	101689099	p1s---ma-	v1siia---	v3piia---	ἐγώ	ἐθέλω	ἐθέλω	@||@
43	9	,	t_88	101689100	u--------	r--------	r--------	,	ἐν	ἐν	@||@
