ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	ἡγοῦμαι	t_1	102459495	v1spie---	v1spim---	v1spim---	ἡγέομαι	ἡγέομαι	ἡγέομαι	||
1	2	μέν	t_2	102459496	d--------	g--------	d--------	μέν	μέν	μέν	||
1	3	,	t_3	102459497	u--------	u--------	u--------	,	,	,	||
1	4	ὦ	t_4	102459498	i--------	i--------	i--------	ὦ	ὦ	ὦ	||
1	5	ἄνδρες	t_5	102459499	n-p---mv-	n-p---mv-	n-p---mv-	ἀνήρ	ἀνήρ	ἀνήρ	||
1	6	δικασταί	t_6	102459500	n-p---mv-	n-p---mv-	n-p---mv-	δικαστής	δικαστής	δικαστής	||
1	7	,	t_7	102459501	u--------	u--------	u--------	,	,	,	||
1	8	οὐδεμίαν	t_8	102459502	a-s---fa-	p-s---fa-	a-s---fa-	οὐδείς	οὐδείς	οὐδείς	||
1	9	ὑμᾶς	t_9	102459503	p-p---ma-	p2p---ca-	p2p---ma-	σύ	σύ	σύ	||
1	10	ποθεῖν	t_10	102459504	v--ana---	v--pna---	v--pna---	ποθέω	ποθέω	ποθέω	||
1	11	ἀκοῦσαι	t_11	102459505	v--ana---	v--ana---	v--ana---	ἀκούω	ἀκούω	ἀκούω	||
1	12	πρόφασιν	t_12	102459506	n-s---fa-	n-s---fa-	n-s---fa-	πρόφασις	πρόφασις	πρόφασις	||
1	13	παρὰ	t_13	102459507	r--------	r--------	r--------	παρά	παρά	παρά	||
1	14	τῶν	t_14	102459508	l-p---mg-	l-p---mg-	l-p---mg-	ὁ	ὁ	ὁ	||
1	15	βουλομένων	t_15	102459509	v-pppemg-	v-pppmmg-	v-pppemg-	βούλομαι	βούλομαι	βούλομαι	||
1	16	Ἀλκιβιάδου	t_16	102459510	n-s---mg-	n-s---mg-	n-s---mg-	ἀλκιβιάδης	Ἀλκιβιάδης	Ἀλκιβιάδης	||
1	17	κατηγορεῖν	t_17	102459511	v--pna---	v--pna---	v--pna---	κατηγορέω	κατηγορέω	κατηγορέω	||
1	18	·	t_18	102459512	u--------	u--------	u--------	·	·	·	||
1	19	τοιοῦτον	t_19	102459513	a-s---ma-	p-s---ma-	a-s---ma_	τοιοῦτος	τοιοῦτος	τοιοῦτος	||
1	20	γὰρ	t_20	102459514	d--------	g--------	d--------	γάρ	γάρ	γάρ	||
1	21	πολίτην	t_21	102459515	n-s---ma-	n-s---ma-	n-s---ma-	πολίτης	πολίτης	πολίτης	||
1	22	ἑαυτὸν	t_22	102459516	p-s---ma-	p-s---ma-	p-s---ma-	ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	||
1	23	ἐξ	t_23	102459517	r--------	r--------	r--------	ἐκ	ἐκ	ἐκ	||
1	24	ἀρχῆς	t_24	102459518	n-s---fg-	n-s---fg-	n-s---fg-	ἀρχή	ἀρχή	ἀρχή	||
1	25	παρέσχεν	t_25	102459519	v3saia---	v3saia---	v3saia---	παρέχω	παρέχω	παρέχω	||
1	26	,	t_26	102459520	u--------	u--------	u--------	,	,	,	||
1	27	ὥστε	t_27	102459521	c--------	c--------	c--------	ὥστε	ὥστε	ὥστε	||
1	28	καὶ	t_28	102459522	d--------	d--------	d-------_	καί	καί	καί	||
1	29	εἰ	t_29	102459523	c--------	c--------	c--------	εἰ	εἰ	εἰ	||
1	30	μή	t_30	102459524	d--------	d--------	d-------_	μή	μή	μή	||
1	31	τις	t_31	102459525	p-s---mn-	p-s---cn-	p-s---mn-	τις	τις	τις	||
1	32	ἰδίᾳ	t_32	102459526	a-s---fd-	a-p---na-	a-p---nap	ἴδιος	ἴδιος	ἴδιος	||
1	33	ἀδικούμενος	t_33	102459527	v-sppemn-	v-sppmmn-	v-sppemn-	ἀδικέω	ἀδικέω	ἀδικέω	||
1	34	ὑπʼ	t_34	102459528	r--------	r--------	r--------	ὑπό	ὑπό	ὑπό	||
1	35	αὐτοῦ	t_35	102459529	p-s---mg-	p-s---mg-	p-s---mg-	αὐτός	αὐτός	αὐτός	||
1	36	τυγχάνει	t_36	102459530	v3spia---	v3spia---	v3spia---	τυγχάνω	τυγχάνω	τυγχάνω	||
1	37	,	t_37	102459531	u--------	u--------	u--------	,	,	,	||
1	38	οὐδὲν	t_38	102459532	a-s---na-	p-s---na-	p-s---na-	οὐδείς	οὐδείς	οὐδείς	||
1	39	ἧττον	t_39	102459533	a-s---nac	a-s---nac	a-s---nac	ἥσσων	ἥσσων	ἥσσων	||
1	40	προσήκει	t_40	102459534	v3spia---	v3spia---	v3spia---	προσήκω	προσήκω	προσήκω	||
1	41	ἐκ	t_41	102459535	r--------	r--------	r--------	ἐκ	ἐκ	ἐκ	||
1	42	τῶν	t_42	102459536	l-p---ng-	l-p---ng-	l-p---ng-	ὁ	ὁ	ὁ	||
1	43	ἄλλων	t_43	102459537	a-p---ng-	p-p---ng-	a-p---ng_	ἄλλος	ἄλλος	ἄλλος	||
1	44	ἐπιτηδευμάτων	t_44	102459538	n-p---ng-	n-p---ng-	n-p---ng-	ἐπιτήδευμα	ἐπιτήδευμα	ἐπιτήδευμα	||
1	45	ἐχθρὸν	t_45	102459539	n-s---ma-	a-s---ma-	a-s---ma-	ἐχθρός	ἐχθρός	ἐχθρός	||
1	46	αὐτὸν	t_46	102459540	p-s---ma-	p-s---ma-	p-s---ma-	αὐτός	αὐτός	αὐτός	||
1	47	ἡγεῖσθαι	t_47	102459541	v--pnm---	v--pnm---	v--pnm---	ἡγέομαι	ἡγέομαι	ἡγέομαι	||
