ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	ἐγὼ	t_1	102462267	p1s---mn-	p1s---cn-	p1s---mn-	ἐγώ	ἐγώ	ἐγώ	||
1	2	μέν	t_2	102462268	d--------	g--------	d--------	μέν	μέν	μέν	||
1	3	,	t_3	102462269	u--------	u--------	u--------	,	,	,	||
1	4	ὦ	t_4	102462270	i--------	i--------	i--------	ὦ	ὦ	ὦ	||
1	5	ἄνδρες	t_5	102462271	n-p---mv-	n-p---mv-	n-p---mv-	ἀνήρ	ἀνήρ	ἀνήρ	||
1	6	δικασταί	t_6	102462272	n-p---mv-	n-p---mv-	n-p---mv-	δικαστής	δικαστής	δικαστής	||
1	7	,	t_7	102462273	u--------	u--------	u--------	,	,	,	||
1	8	καὶ	t_8	102462274	d--------	b--------	d-------_	καί	καί	καί	||
1	9	ὑμᾶς	t_9	102462275	p-p---ma-	p2p---ca-	p2p---ma-	σύ	σύ	σύ	||
1	10	αἰτοῦμαι	t_10	102462276	v1spie---	v1spim---	v1spie---	αἰτέω	αἰτέω	αἰτέω	||
1	11	τὰ	t_11	102462277	l-p---na-	l-p---na-	l-p---na-	ὁ	ὁ	ὁ	||
1	12	δίκαια	t_12	102462278	a-p---na-	a-p---na-	a-p---na-	δίκαιος	δίκαιος	δίκαιος	||
1	13	ψηφίσασθαι	t_13	102462279	v--anm---	v--anm---	v--anm---	ψηφίζω	ψηφίζω	ψηφίζω	||
1	14	,	t_14	102462280	u--------	u--------	u--------	,	,	,	||
1	15	καὶ	t_15	102462281	c--------	b--------	c--------	καί	καί	καί	||
1	16	τῶν	t_16	102462282	l-p---mg-	l-p---mg-	l-p---mg-	ὁ	ὁ	ὁ	||
1	17	στρατηγῶν	t_17	102462283	n-p---mg-	n-p---mg-	n-p---mg-	στρατηγός	στρατηγός	στρατηγός	||
1	18	δέομαι	t_18	102462284	v1spie---	v1spim---	v1spie---	δέω	δέω	δέομαι	@|@|
1	19	,	t_19	102462285	u--------	u--------	u--------	,	,	,	||
1	20	ἐπεὶ	t_20	102462286	c--------	c--------	c--------	ἐπεί	ἐπεί	ἐπεί	||
1	21	καὶ	t_21	102462287	d--------	d--------	d-------_	καί	καί	καί	||
1	22	ἐν	t_22	102462288	r--------	r--------	r--------	ἐν	ἐν	ἐν	||
1	23	τῇ	t_23	102462289	l-s---fd-	l-s---fd-	l-s---fd-	ὁ	ὁ	ὁ	||
1	24	ἄλλῃ	t_24	102462290	a-s---fd-	p-s---fd-	p-s---fd-	ἄλλῃ	ἄλλος	ἄλλος	@||@
1	25	ἀρχῇ	t_25	102462291	n-s---fd-	n-s---fd-	n-s---fd-	ἀρχή	ἀρχή	ἀρχή	||
1	26	πολλοῦ	t_26	102462292	a-s---ng-	a-s---ng-	a-s---ng-	πολύς	πολύς	πολύς	||
1	27	ἄξιοι	t_27	102462293	a-p---mn-	a-p---mn-	a-p---mn-	ἄξιος	ἄξιος	ἄξιος	||
1	28	τῇ	t_28	102462294	l-s---fd-	l-s---fd-	l-s---fd-	ὁ	ὁ	ὁ	||
1	29	πόλει	t_29	102462295	n-s---fd-	n-s---fd-	n-s---fd-	πόλις	πόλις	πόλις	||
1	30	γεγόνασι	t_30	102462296	v3pria---	v3pria---	v3pria---	γίγνομαι	γίγνομαι	γίγνομαι	||
1	31	,	t_31	102462297	u--------	u--------	u--------	,	,	,	||
1	32	καὶ	t_32	102462298	d--------	b--------	d-------_	καί	καί	καί	||
1	33	τῶν	t_33	102462299	l-p---fg-	l-p---fg-	l-p---fg-	ὁ	ὁ	ὁ	||
1	34	τῆς	t_34	102462300	l-s---fg-	l-s---fg-	l-s---fg-	ὁ	ὁ	ὁ	||
1	35	ἀστρατείας	t_35	102462301	n-s---fg-	n-s---fg-	n-s---fg-	ἀστρατεία	ἀστρατεία	ἀστρατεία	||
1	36	γραφῶν	t_36	102462302	n-p---fg-	n-p---fg-	n-p---fg-	γραφή	γραφή	γραφή	||
1	37	κοινοὺς	t_37	102462303	a-p---ma-	a-p---ma-	a-p---ma-	κοινός	κοινός	κοινός	||
1	38	εἶναι	t_38	102462304	v--pna---	v--pna---	v--pna---	εἰμί	εἰμί	εἰμί	||
1	39	τῷ	t_39	102462305	l-s---md-	l-s---md-	l-s---md-	ὁ	ὁ	ὁ	||
1	40	τε	t_40	102462306	d--------	b--------	d--------	τε	τε	τε	||
1	41	διώκοντι	t_41	102462307	v-sppamd-	v-sppamd-	v-sppamd-	διώκω	διώκω	διώκω	||
1	42	καὶ	t_42	102462308	c--------	b--------	c--------	καί	καί	καί	||
1	43	τῷ	t_43	102462309	l-s---md-	l-s---md-	l-s---md-	ὁ	ὁ	ὁ	||
1	44	φεύγοντι	t_44	102462310	v-sppamd-	v-sppamd-	v-sppamd-	φεύγω	φεύγω	φεύγω	||
1	45	,	t_45	102462311	u--------	u--------	u--------	,	,	,	||
1	46	καὶ	t_46	102462312	c--------	b--------	c--------	καί	καί	καί	||
1	47	μὴ	t_47	102462313	d--------	d--------	d-------_	μή	μή	μή	||
1	48	βοηθοῦντας	t_48	102462314	v-pppama-	v-pppama-	v-pppama-	βοηθέω	βοηθέω	βοηθέω	||
1	49	ᾧ	t_49	102462315	p-p---na-	p-s---md-	p-s---md-	ὅς	ὅς	ὅς	||
1	50	ἂν	t_50	102462316	d--------	g--------	d--------	ἄν	ἄν	ἄν1	||
1	51	βούλωνται	t_51	102462317	v3ppse---	v3ppsm---	v3ppse---	βούλομαι	βούλομαι	βούλομαι	||
1	52	πᾶσαν	t_52	102462318	a-s---fa-	a-s---fa-	a-s---fa-	πᾶς	πᾶς	πᾶς	||
1	53	προθυμίαν	t_53	102462319	n-s---fa-	n-s---fa-	n-s---fa-	προθυμία	προθυμία	προθυμία	||
1	54	ἔχειν	t_54	102462320	v--pna---	v--pna---	v--pna---	ἔχω	ἔχω	ἔχω	||
