ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	οὐκ	t_1	102448284	d--------	d--------	d--------	οὐ	οὐ	οὐ	||
1	2	ἄρξασθαί	t_2	102448285	v--anm---	v--anm---	v--anm---	ἄρχω	ἄρχω	ἄρχω	||
1	3	μοι	t_3	102448286	p1s---md-	p1s---cd-	p1s---md-	ἐγώ	ἐγώ	ἐγώ	||
1	4	δοκεῖ	t_4	102448287	v3spia---	v3spia---	v3spia---	δοκέω	δοκέω	δοκέω	||
1	5	ἄπορον	t_5	102448288	a-s---nn-	a-s---na-	a-s---na-	ἄπορος	ἄπορος	ἄπορος	||
1	6	εἶναι	t_6	102448289	v--pna---	v--pna---	v--pna---	εἰμί	εἰμί	εἰμί	||
1	7	,	t_7	102448290	u--------	u--------	u--------	,	,	,	||
1	8	ὦ	t_8	102448291	i--------	i--------	i--------	ὦ	ὦ	ὦ	||
1	9	ἄνδρες	t_9	102448292	n-p---mv-	n-p---mv-	n-p---mv-	ἀνήρ	ἀνήρ	ἀνήρ	||
1	10	δικασταί	t_10	102448293	n-p---mv-	n-p---mv-	n-p---mv-	δικαστής	δικαστής	δικαστής	||
1	11	,	t_11	102448294	u--------	u--------	u--------	,	,	,	||
1	12	τῆς	t_12	102448295	l-s---fg-	l-s---fg-	l-s---fg-	ὁ	ὁ	ὁ	||
1	13	κατηγορίας	t_13	102448296	n-s---fg-	n-s---fg-	n-s---fg-	κατηγορία	κατηγορία	κατηγορία	||
1	14	,	t_14	102448297	u--------	u--------	u--------	,	,	,	||
1	15	ἀλλὰ	t_15	102448298	c--------	b--------	c--------	ἀλλά	ἀλλά	ἀλλά	||
1	16	παύσασθαι	t_16	102448299	v--anm---	v--anm---	v--anm---	παύω	παύω	παύω	||
1	17	λέγοντι	t_17	102448300	v-sppamd-	v-sppamd-	v-sppamd-	λέγω3	λέγω	λέγω3	||
1	18	·	t_18	102448301	u--------	u--------	u--------	·	·	·	||
1	19	τοιαῦτα	t_19	102448302	a-p---nn-	p-p---nn-	p-p---nn-	τοιοῦτος	τοιοῦτος	τοιοῦτος	||
1	20	αὐτοῖς	t_20	102448303	p-p---nd-	p-p---md-	p-p---md-	αὐτός	αὐτός	αὐτός	||
1	21	τὸ	t_21	102448304	l-s---nn-	l-s---na-	l-s---na-	ὁ	ὁ	ὁ	||
1	22	μέγεθος	t_22	102448305	n-s---nn-	n-s---na-	n-s---na-	μέγεθος	μέγεθος	μέγεθος	||
1	23	καὶ	t_23	102448306	c--------	b--------	c--------	καί	καί	καί	||
1	24	τοσαῦτα	t_24	102448307	a-p---nn-	p-p---nn-	p-p---nn-	τοσοῦτος	τοσοῦτος	τοσοῦτος	||
1	25	τὸ	t_25	102448308	l-s---nn-	l-s---na-	l-s---na-	ὁ	ὁ	ὁ	||
1	26	πλῆθος	t_26	102448309	n-s---nn-	n-s---na-	n-s---na-	πλῆθος	πλῆθος	πλῆθος	||
1	27	εἴργασται	t_27	102448310	v3srie---	v3srim---	v3srie---	ἐργάζομαι	ἐργάζομαι	ἐργάζομαι	||
1	28	,	t_28	102448311	u--------	u--------	u--------	,	,	,	||
1	29	ὥστε	t_29	102448312	c--------	c--------	c--------	ὥστε	ὥστε	ὥστε	||
