ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	εἰ	t_1	102437964	c--------	c--------		εἰ	εἰ		m|m|
1	2	μὲν	t_2	102437965	d--------	g--------		μέν	μέν		m|m|
1	3	περὶ	t_3	102437966	r--------	r--------		περί	περί		m|m|
1	4	ἄλλου	t_4	102437967	a-s---ng-	p-s---ng-		ἄλλος	ἄλλος		m|m|
1	5	τινὸς	t_5	102437968	p-s---ng-	p-s---ng-		τις	τις		m|m|
1	6	ἢ	t_6	102437969	c--------	c--------		ἤ1	ἤ		m|m|
1	7	τοῦ	t_7	102437970	l-s---ng-	l-s---ng-		ὁ	ὁ		m|m|
1	8	σώματος	t_8	102437971	n-s---ng-	n-s---ng-		σῶμα	σῶμα		m|m|
1	9	,	t_9	102437972	u--------	u--------		,	,		m|m|
1	10	ὦ	t_10	102437973	i--------	i--------		ὦ	ὦ		m|m|
1	11	ἄνδρες	t_11	102437974	n-p---mv-	n-p---mv-		ἀνήρ	ἀνήρ		m|m|
1	12	δικασταί	t_12	102437975	n-p---mv-	n-p---mv-		δικαστής	δικαστής		m|m|
1	13	,	t_13	102437976	u--------	u--------		,	,		m|m|
1	14	Καλλίας	t_14	102437977	n-s---mn-	n-s---mn-		καλλίας	Καλλίας		m|m|
1	15	ἠγωνίζετο	t_15	102437978	v3siie---	v3siim---		ἀγωνίζομαι	ἀγωνίζομαι		m|m|
1	16	,	t_16	102437979	u--------	u--------		,	,		m|m|
1	17	ἐξήρκει	t_17	102437980	v3siia---	v3siia---		ἐξαρκέω	ἐξαρκέω		m|m|
1	18	ἄν	t_18	102437981	d--------	g--------		ἄν	ἄν		m|m|
1	19	μοι	t_19	102437982	p-s---md-	p-s---cd-		ἐγώ	ἐγώ		m|m|
1	20	καὶ	t_20	102437983	d--------	c--------		καί	καί		m|m|
1	21	τὰ	t_21	102437984	l-p---na-	l-p---nn-		ὁ	ὁ		m|m|
1	22	παρὰ	t_22	102437985	r--------	r--------		παρά	παρά		m|m|
1	23	τῶν	t_23	102437986	l-p---mg-	l-p---mg-		ὁ	ὁ		m|m|
1	24	ἄλλων	t_24	102437987	p-p---mg-	p-p---mg-		ἄλλος	ἄλλος		m|m|
1	25	εἰρημένα	t_25	102437988	v-prpenn-	v-prpmnn-		ἐρῶ	λέγω		m|m|@
1	26	·	t_26	102437989	u--------	u--------		·	·		m|m|
1	27	νῦν	t_27	102437990	d--------	d--------		νῦν	νῦν		m|m|
1	28	δέ	t_28	102437991	d--------	c--------		δέ	δέ		m|m|
1	29	μοι	t_29	102437992	p1s---md-	p-s---cd-		ἐγώ	ἐγώ		m|m|
1	30	δοκεῖ	t_30	102437993	v3spia---	v3spia---		δοκέω	δοκέω		m|m|
1	31	αἰσχρὸν	t_31	102437994	a-s---nn-	a-s---nn-		αἰσχρός	αἰσχρός		m|m|
1	32	εἶναι	t_32	102437995	v--pna---	v--pna---		εἰμί	εἰμί		m|m|
1	33	,	t_33	102437996	u--------	u--------		,	,		m|m|
1	34	κελεύοντος	t_34	102437997	v-sppamg-	v-sppamg-		κελεύω	κελεύω		m|m|
1	35	καὶ	t_35	102437998	c--------	c--------		καί	καί		m|m|
1	36	δεομένου	t_36	102437999	v-sppemg-	v-sppmmg-		δέω	δέω		m|m|
1	37	,	t_37	102438000	u--------	u--------		,	,		m|m|
1	38	καὶ	t_38	102438001	d--------	c--------		καί	καί		m|m|
1	39	φίλου	t_39	102438002	n-s---mg-	a-s---mg-		φίλος	φίλος		m|m|
1	40	ὄντος	t_40	102438003	v-sppamg-	v-sppamg-		εἰμί	εἰμί		m|m|
1	41	καὶ	t_41	102438004	d--------	c--------		καί	καί		m|m|
1	42	ἐμοὶ	t_42	102438005	p1s---md-	p-s---cd-		ἐγώ	ἐγώ		m|m|
1	43	καὶ	t_43	102438006	d--------	c--------		καί	καί		m|m|
1	44	ἕως	t_44	102438007	c--------	r--------		ἕως	ἕως		m|m|
1	45	ἔζη	t_45	102438008	v3siia---	v3siia---		ζάω	ζάω		m|m|
1	46	τῷ	t_46	102438009	l-s---md-	l-s---md-		ὁ	ὁ		m|m|
1	47	πατρί	t_47	102438010	n-s---md-	n-s---md-		πατήρ	πατήρ		m|m|
1	48	,	t_48	102438011	u--------	u--------		,	,		m|m|
1	49	καὶ	t_49	102438012	c--------	c--------		καί	καί		m|m|
1	50	πολλῶν	t_50	102438013	a-p---ng-	a-p---ng-		πολύς	πολύς		m|m|
1	51	συμβολαίων	t_51	102438014	a-p---ng-	n-p---ng-		συμβόλαιον	συμβόλαιον		m|m|
1	52	ἡμῖν	t_52	102438015	p1p---md-	p-p---cd-		ἐγώ	ἐγώ		m|m|
1	53	πρὸς	t_53	102438016	r--------	r--------		πρός	πρός		m|m|
1	54	ἀλλήλους	t_54	102438017	p-p---ma-	p-p---ma-		ἀλλήλων	ἀλλήλων		m|m|
1	55	γεγενημένων	t_55	102438018	v-prpemg-	v-prpmng-		γίγνομαι	γίγνομαι		m|m|
1	56	,	t_56	102438019	u--------	u--------		,	,		m|m|
1	57	μὴ	t_57	102438020	d--------	d--------		μή	μή		m|m|
1	58	βοηθῆσαι	t_58	102438021	v--ana---	v--ana---		βοηθέω	βοηθέω		m|m|
1	59	Καλλία	t_59	102438022	n-s---ma-	n-s---mv-		καλλίης	Καλλίας		m|m|@
1	60	τὰ	t_60	102438023	l-p---na-	l-p---na-		ὁ	ὁ		m|m|
1	61	δίκαια	t_61	102438024	a-p---na-	a-p---na-		δίκαιος	δίκαιος		m|m|
1	62	,	t_62	102438025	u--------	u--------		,	,		m|m|
1	63	ὅπως	t_63	102438026	c--------	c--------		ὅπως	ὅπως		m|m|
1	64	ἂν	t_64	102438027	d--------	g--------		ἄν	ἄν		m|m|
1	65	δύνωμαι	t_65	102438028	v1spse---	v1spsm---		δύναμαι	δύναμαι		m|m|
1	66	.	t_66	102438029	u--------	u--------		.	.		m|m|
2	1	ἐνόμιζον	t_67	102438030	v1siia---	v3piia---		νομίζω	νομίζω		m|m|
2	2	μὲν	t_68	102438031	d--------	g--------		μέν	μέν		m|m|
2	3	οὖν	t_69	102438032	d--------	g--------		οὖν	οὖν		m|m|
2	4	οὕτως	t_70	102438033	d--------	d--------		οὕτως	οὕτως		m|m|
2	5	μετοικεῖν	t_71	102438034	v--pna---	v--pna---		μετοικέω	μετοικέω		m|m|
2	6	αὐτὸν	t_72	102438035	p-s---ma-	p-s---ma-		αὐτός	αὐτός		m|m|
2	7	ἐν	t_73	102438036	r--------	r--------		ἐν	ἐν		m|m|
2	8	ταύτῃ	t_74	102438037	a-s---fd-	p-s---fd-		οὗτος	οὗτος		m|m|
2	9	τῇ	t_75	102438038	l-s---fd-	l-s---fd-		ὁ	ὁ		m|m|
2	10	πόλει	t_76	102438039	n-s---fd-	n-s---fd-		πόλις	πόλις		m|m|
2	11	,	t_77	102438040	u--------	u--------		,	,		m|m|
2	12	ὥστε	t_78	102438041	c--------	c--------		ὥστε	ὥστε		m|m|
2	13	πολὺ	t_79	102438042	a-s---na-	a-s---na-		πολύς	πολύς		m|m|
2	14	πρότερον	t_80	102438043	d-------c	d-------c		πρότερος	πρότερος		m|m|
2	15	ἀγαθοῦ	t_81	102438044	a-s---ng-	a-s---ng-		ἀγαθός	ἀγαθός		m|m|
2	16	τινος	t_82	102438045	p-s---ng-	p-s---ng-		τις	τις		m|m|
2	17	τεύξεσθαι	t_83	102438046	v--fnm---	v--fnm---		τυγχάνω	τυγχάνω		m|m|
2	18	παρʼ	t_84	102438047	r--------	r--------		παρά	παρά		m|m|
2	19	ὑμῶν	t_85	102438048	p-p---mg-	p-p---cg-		σύ	σύ		m|m|
2	20	ἢ	t_86	102438049	c--------	c--------		ἤ1	ἤ		m|m|
2	21	ἐπὶ	t_87	102438050	r--------	r--------		ἐπί	ἐπί		m|m|
2	22	τοιαύταις	t_88	102438051	a-p---fd-	p-p---fd-		τοιοῦτος	τοιοῦτος		m|m|
2	23	αἰτίαις	t_89	102438052	n-p---fd-	n-p---fd-		αἰτία	αἰτία		m|m|
2	24	εἰς	t_90	102438053	r--------	r--------		εἰς	εἰς		m|m|
2	25	τοσοῦτον	t_91	102438054	a-s---ma-	p-s---ma-		τοσοῦτος	τοσοῦτος		m|m|
2	26	κίνδυνον	t_92	102438055	n-s---ma-	n-s---ma-		κίνδυνος	κίνδυνος		m|m|
2	27	καταστήσεσθαι	t_93	102438056	v--fnm---	v--fnm---		καθίστημι	καθίστημι		m|m|
2	28	·	t_94	102438057	u--------	u--------		·	·		m|m|
2	29	νῦν	t_95	102438058	d--------	d--------		νῦν	νῦν		m|m|
2	30	δὲ	t_96	102438059	d--------	c--------		δέ	δέ		m|m|
2	31	οἱ	t_97	102438060	l-p---mn-	l-p---mn-		ὁ	ὁ		m|m|
2	32	ἐπιβουλεύοντες	t_98	102438061	v-pppamn-	v-pppamn-		ἐπιβουλεύω	ἐπιβουλεύω		m|m|
2	33	οὐχ	t_99	102438062	d--------	d--------		οὐ	οὐ		m|m|
2	34	ἧττον	t_100	102438063	a-s---nac	a-s---nac		ἥσσων	ἥσσων		m|m|
2	35	ἐπικίνδυνον	t_101	102438064	a-s---ma-	a-s---ma-		ἐπικίνδυνος	ἐπικίνδυνος		m|m|
2	36	ποιοῦσι	t_102	102438065	v3ppia---	v3ppia---		ποιέω	ποιέω		m|m|
2	37	τὸν	t_103	102438066	l-s---ma-	l-s---ma-		ὁ	ὁ		m|m|
2	38	βίον	t_104	102438067	n-s---ma-	n-s---ma-		βίος	βίος		m|m|
2	39	τοῖς	t_105	102438068	l-p---md-	l-p---md-		ὁ	ὁ		m|m|
2	40	μηδὲν	t_106	102438069	p-s---na-	p-s---na-		μηδείς	μηδείς		m|m|
2	41	ἀδικοῦσιν	t_107	102438070	v-pppamd-	v-pppamd-		ἀδικέω	ἀδικέω		m|m|
2	42	ἢ	t_108	102438071	c--------	c--------		ἤ1	ἤ		m|m|
2	43	τοῖς	t_109	102438072	l-p---md-	l-p---md-		ὁ	ὁ		m|m|
2	44	πολλῶν	t_110	102438073	a-p---ng-	a-p---ng-		πολύς	πολύς		m|m|
2	45	κακῶν	t_111	102438074	a-p---ng-	a-p---ng-		κακός	κακός		m|m|
2	46	αἰτίοις	t_112	102438075	a-p---md-	a-p---md-		αἴτιος	αἴτιος		m|m|
2	47	οὖσιν	t_113	102438076	v-pppamd-	v-pppamd-		εἰμί	εἰμί		m|m|
2	48	.	t_114	102438077	u--------	u--------		.	.		m|m|
3	1	ὑμᾶς	t_115	102438078	p-p---ma-	p-p---ca-		σύ	σύ		m|m|
3	2	δὲ	t_116	102438079	d--------	c--------		δέ	δέ		m|m|
3	3	ἄξιον	t_117	102438080	a-s---nn-	a-s---nn-		ἄξιος	ἄξιος		m|m|
3	4	μὴ	t_118	102438081	d--------	d--------		μή	μή		m|m|
