ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	ἔδησε	t_1	102438281	v3saia---	v3saia---		δέω	G		m|m|@
1	2	τὸν	t_2	102438282	l-s---ma-	l-s---ma-		ὁ	ὁ		m|m|
1	3	ἵππον	t_3	102438283	n-s---ma-	n-s---ma-		ἵππος	ἵππος		m|m|
1	4	ἐκ	t_4	102438284	r--------	r--------		ἐκ	ἐκ		m|m|
1	5	τοῦ	t_5	102438285	l-s---ng-	l-s---ng-		ὁ	ὁ		m|m|
1	6	ῥόπτρου	t_6	102438286	n-s---ng-	n-s---ng-		ῥόπτρον	ῥόπτρον		m|m|
1	7	τοῦ	t_7	102438287	l-s---ng-	l-s---ng-		ὁ	ὁ		m|m|
1	8	ἱεροῦ	t_8	102438288	n-s---ng-	a-s---ng-		ἱερόν	ἱερός		m|m|@
1	9	ὡς	t_9	102438289	d--------	c--------		ὡς	ὡς		m|m|
1	10	ἀποδιδούς	t_10	102438290	v-sppamn-	v-sppamn-		ἀποδίδωμι	ἀποδίδωμι		m|m|
1	11	,	t_11	102438291	u--------	u--------		,	,		m|m|
1	12	τῇ	t_12	102438292	l-s---fd-	l-s---fd-		ὁ	ὁ		m|m|
1	13	δʼ	t_13	102438293	c--------	c--------		δέ	δέ		m|m|
1	14	ἐπιούσῃ	t_14	102438294	v-sppafd-	v-sppafd-		ἐπέρχομαι	ἐπέρχομαι		m|m|
1	15	ὑφείλετο	t_15	102438295	v3saim---	v3saim---		ὑφαιρέω	ὑφαιρέω		m|m|
1	16	.	t_16	102438296	u--------	u--------		.	.		m|m|
1	17	οὗτος	t_17	102438297	p-s---mn-	p-s---mn-		οὗτος	οὗτος		m|m|
1	18	οὖν	t_18	102438298	d--------	g--------		οὖν	οὖν		m|m|
1	19	ὁ	t_19	102438299	l-s---mn-	l-s---mn-		ὁ	ὁ		m|m|
1	20	ταῦτα	t_20	102438300	p-p---na-	p-p---na-		οὗτος	οὗτος		m|m|
1	21	ποιήσας	t_21	102438301	v-sapamn-	v-sapamn-		ποιέω	ποιέω		m|m|
1	22	θανάτῳ	t_22	102438302	n-s---md-	n-s---md-		θάνατος	θάνατος		m|m|
1	23	τῷ	t_23	102438303	l-s---md-	l-s---md-		ὁ	ὁ		m|m|
1	24	ἀλγίστῳ	t_24	102438304	a-s---mds	a-s---md-		ἀλγίων	ἄλγιστος		m|m|@
1	25	ἀπώλετο	t_25	102438305	v3saim---	v3saim---		ἀπόλλυμι	ἀπόλλυμι		m|m|
1	26	,	t_26	102438306	u--------	u--------		,	,		m|m|
1	27	λιμῷ	t_27	102438307	n-s---md-	n-s---md-		λιμός	λιμός		m|m|
1	28	·	t_28	102438308	u--------	u--------		·	·		m|m|
1	29	πολλῶν	t_29	102438309	a-p---ng-	a-p---ng-		πολύς	πολύς		m|m|
