ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	τί	t_1	102444861	p-s---na-	p-s---na-		τίς	τίς		m|m|
1	2	ποτε	t_2	102444862	d--------	d--------		ποτέ	ποτέ		m|m|
1	3	διανοηθέντες	t_3	102444863	v-pappmn-	v-pappmn-		διανοέω	διανοέω		m|m|
1	4	οἱ	t_4	102444864	l-p---mn-	l-p---mn-		ὁ	ὁ		m|m|
1	5	ἀντίδικοι	t_5	102444865	a-p---mn-	a-p---mn-		ἀντίδικος	ἀντίδικος		m|m|
1	6	τοῦ	t_6	102444866	l-s---ng-	l-s---ng-		ὁ	ὁ		m|m|
1	7	μὲν	t_7	102444867	d--------	g--------		μέν	μέν		m|m|
1	8	πράγματος	t_8	102444868	n-s---ng-	n-s---ng-		πρᾶγμα	πρᾶγμα		m|m|
1	9	παρημελήκασι	t_9	102444869	v3pria---	v3pria---		παραμελέω	παραμελέω		m|m|
1	10	,	t_10	102444870	u--------	u--------		,	,		m|m|
1	11	τὸν	t_11	102444871	l-s---ma-	l-s---ma-		ὁ	ὁ		m|m|
1	12	δὲ	t_12	102444872	c--------	c--------		δέ	δέ		m|m|
1	13	τρόπον	t_13	102444873	n-s---ma-	n-s---ma-		τρόπος	τρόπος		m|m|
1	14	μου	t_14	102444874	p-s---mg-	p-s---cg-		ἐγώ	ἐγώ		m|m|
1	15	ἐπεχείρησαν	t_15	102444875	v3paia---	v3paia---		ἐπιχειρέω	ἐπιχειρέω		m|m|
1	16	διαβάλλειν	t_16	102444876	v--pna---	v--pna---		διαβάλλω	διαβάλλω		m|m|
1	17	;	t_17	102444877	u--------	u--------		;	;		m|m|
1	18	πότερον	t_18	102444878	d--------	g--------		πότερον	πότερος		m|m|@
1	19	ἀγνοοῦντες	t_19	102444879	v-pppamn-	v-pppamn-		ἀγνοέω	ἀγνοέω		m|m|
1	20	ὅτι	t_20	102444880	c--------	c--------		ὅτι	ὅτι		m|m|
1	21	περὶ	t_21	102444881	r--------	r--------		περί	περί		m|m|
1	22	τοῦ	t_22	102444882	l-s---ng-	l-s---ng-		ὁ	ὁ		m|m|
1	23	πράγματος	t_23	102444883	n-s---ng-	n-s---ng-		πρᾶγμα	πρᾶγμα		m|m|
1	24	προσήκει	t_24	102444884	v3spia---	v3spia---		προσήκω	προσήκω		m|m|
1	25	λέγειν	t_25	102444885	v--pna---	v--pna---		λέγω3	λέγω		m|m|
1	26	;	t_26	102444886	u--------	u--------		;	;		m|m|
1	27	ἢ	t_27	102444887	d--------	c--------		ἤ1	ἤ		m|m|
1	28	τόδε	t_28	102444888	p-s---na-	p-s---na-		ὅδε	ὅδε		m|m|
1	29	μὲν	t_29	102444889	d--------	g--------		μέν	μέν		m|m|
1	30	ἐπίστανται	t_30	102444890	v3ppie---	v3ppim---		ἐπίσταμαι	ἐπίσταμαι		m|m|
1	31	,	t_31	102444891	u--------	u--------		,	,		m|m|
