ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	ἀντὶ	t_1	103024061	r--------	r--------	r--------	ἀντί	ἀντί	ἀντί	||
1	2	πολλῶν	t_2	103024062	a-p---ng-	a-p---ng-	a-p---ng-	πολύς	πολύς	πολύς	||
1	3	ἄν	t_3	103024063	d--------	g--------	d--------	ἄν	ἄν	ἄν	||
1	4	,	t_4	103024064	u--------	u--------	u--------	,	,	,	||
1	5	ὦ	t_5	103024065	i--------	i--------	i--------	ὦ	ὦ	ὦ	||
1	6	ἄνδρες	t_6	103024066	n-p---mv-	n-p---mv-	n-p---mv-	ἀνήρ	ἀνήρ	ἀνήρ	||
1	7	Ἀθηναῖοι	t_7	103024067	a-p---mv-	a-p---mv-	a-p---mv-	ἀθηναῖος	Ἀθηναῖος	Ἀθηναῖος	||
1	8	,	t_8	103024068	u--------	u--------	u--------	,	,	,	||
1	9	χρημάτων	t_9	103024069	n-p---ng-	n-p---ng-	n-p---ng-	χρῆμα	χρῆμα	χρῆμα	||
1	10	ὑμᾶς	t_10	103024070	p-p---ma-	p-p---ma-	p-p---ma-	σύ	σύ	σύ	||
1	11	ἑλέσθαι	t_11	103024071	v--anm---	v--anm---	v--anm---	αἱρέω	αἱρέω	αἱρέω	||
1	12	νομίζω	t_12	103024072	v1spia---	v1spia---	v1spia---	νομίζω	νομίζω	νομίζω	||
1	13	,	t_13	103024073	u--------	u--------	u--------	,	,	,	||
1	14	εἰ	t_14	103024074	c--------	c--------	c--------	εἰ	εἰ	εἰ	||
1	15	φανερὸν	t_15	103024075	a-s---nn-	a-s---nn-	a-s---nn-	φανερός	φανερός	φανερός	||
1	16	γένοιτο	t_16	103024076	v3saom---	v3saom---	v3saom---	γίγνομαι	γίγνομαι	γίγνομαι	||
1	17	τὸ	t_17	103024077	l-s---na-	l-s---na-	l-s---na-	ὁ	ὁ	ὁ	||
1	18	μέλλον	t_18	103024078	v-sppana-	v-sppana-	v-sppana-	μέλλω	μέλλω	μέλλω	||
1	19	συνοίσειν	t_19	103024079	v--fna---	v--fna---	v--fna---	συμφέρω	συμφέρω	συμφέρω	||
1	20	τῇ	t_20	103024080	l-s---fd-	l-s---fd-	l-s---fd-	ὁ	ὁ	ὁ	||
1	21	πόλει	t_21	103024081	n-s---fd-	n-s---fd-	n-s---fd-	πόλις	πόλις	πόλις	||
1	22	περὶ	t_22	103024082	r--------	r--------	r--------	περί	περί	περί	||
1	23	ὧν	t_23	103024083	p-p---ng-	p-p---ng-	p-p---ng-	ὅς	ὅς	ὅς	||
