ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	προσήκει	t_1	102453893	v3spia---	v3spia---	v3spia---	προσήκω	προσήκω	προσήκω	||
1	2	μέν	t_2	102453894	d--------	g--------	d--------	μέν	μέν	μέν	||
1	3	,	t_3	102453895	u--------	u--------	u--------	,	,	,	||
1	4	ὦ	t_4	102453896	i--------	i--------	i--------	ὦ	ὦ	ὦ	||
1	5	ἄνδρες	t_5	102453897	n-p---mv-	n-p---mv-	n-p---mv-	ἀνήρ	ἀνήρ	ἀνήρ	||
1	6	δικασταί	t_6	102453898	n-p---mv-	n-p---mv-	n-p---mv-	δικαστής	δικαστής	δικαστής	||
1	7	,	t_7	102453899	u--------	u--------	u--------	,	,	,	||
1	8	πᾶσιν	t_8	102453900	a-p---md-	a-p---md-	a-p---md-	πᾶς	πᾶς	πᾶς	||
1	9	ὑμῖν	t_9	102453901	p-p---md-	p2p---cd-	p-p---md-	σύ	σύ	σύ	||
1	10	τιμωρεῖν	t_10	102453902	v--pna---	v--pna---	v--pna---	τιμωρέω	τιμωρέω	τιμωρέω	||
1	11	ὑπὲρ	t_11	102453903	r--------	r--------	r--------	ὑπέρ	ὑπέρ	ὑπέρ	||
1	12	τῶν	t_12	102453904	l-p---mg-	l-p---mg-	l-p---mg-	ὁ	ὁ	ὁ	||
1	13	ἀνδρῶν	t_13	102453905	n-p---mg-	n-p---mg-	n-p---mg-	ἀνήρ	ἀνήρ	ἀνήρ	||
1	14	οἳ	t_14	102453906	p-p---mn-	p-p---mn-	p-p---mn-	ὅς	ὅς	ὅς	||
1	15	ἀπέθανον	t_15	102453907	v3paia---	v3paia---	v3paia---	ἀποθνήσκω	ἀποθνῄσκω	ἀποθνήσκω	||
1	16	εὖνοι	t_16	102453908	a-p---mn-	a-p---mn-	a-p---mn-	εὔνους	εὔνους	εὔνους	||
1	17	ὄντες	t_17	102453909	v-pppamn-	v-pppamn-	v-pppamn-	εἰμί	εἰμί	εἰμί	||
1	18	τῷ	t_18	102453910	l-s---nd-	l-s---nd-	l-s---nd-	ὁ	ὁ	ὁ	||
1	19	πλήθει	t_19	102453911	n-s---nd-	n-s---nd-	n-s---nd-	πλῆθος	πλῆθος	πλῆθος	||
1	20	τῷ	t_20	102453912	l-s---nd-	l-s---nd-	l-s---nd-	ὁ	ὁ	ὁ	||
1	21	ὑμετέρῳ	t_21	102453913	a-s---nd-	a-s---nd-	a-s---nd-	ὑμέτερος	ὑμέτερος	ὑμέτερος	||
1	22	,	t_22	102453914	u--------	u--------	u--------	,	,	,	||
1	23	προσήκει	t_23	102453915	v3spia---	v3spia---	v3spia---	προσήκω	προσήκω	προσήκω	||
1	24	δὲ	t_24	102453916	c--------	b--------	c--------	δέ	δέ	δέ	||
