0059	002	-	-	1	t_1	ὅτι	c	-	-	c--------	_	ὅτι
0059	002	-	-	2	t_2	μὲν	d	-	-	d--------	_	μέν
0059	002	-	-	3	t_3	ὑμεῖς	p	-	-	p-p---mn-	Case=n|Gender=m|Number=p	σύ
0059	002	-	-	4	t_4	,	u	-	-	u--------	_	,
0059	002	-	-	5	t_5	ὦ	i	-	-	i--------	_	ὦ
0059	002	-	-	6	t_6	ἄνδρες	n	-	-	n-p---mv-	Case=v|Gender=m|Number=p	ἀνήρ
0059	002	-	-	7	t_7	Ἀθηναῖοι	a	-	-	a-p---mv-	Case=v|Gender=m|Number=p	ἀθηναῖος
0059	002	-	-	8	t_8	,	u	-	-	u--------	_	,
0059	002	-	-	9	t_9	πεπόνθατε	v	-	-	v2pria---	Mood=i|Number=p|Person=2|Tense=r|Voice=a	πάσχω
0059	002	-	-	10	t_10	ὑπὸ	r	-	-	r--------	_	ὑπό
0059	002	-	-	11	t_11	τῶν	l	-	-	l-p---mg-	Case=g|Gender=m|Number=p	ὁ
0059	002	-	-	12	t_12	ἐμῶν	a	-	-	a-p---mg-	Case=g|Gender=m|Number=p	ἐμός
0059	002	-	-	13	t_13	κατηγόρων	a	-	-	a-p---mg-	Case=g|Gender=m|Number=p	κατήγορος
0059	002	-	-	14	t_14	,	u	-	-	u--------	_	,
0059	002	-	-	15	t_15	οὐκ	d	-	-	d--------	_	οὐ
0059	002	-	-	16	t_16	οἶδα	v	-	-	v1sria---	Mood=i|Number=s|Person=1|Tense=r|Voice=a	οἶδα
0059	002	-	-	17	t_17	·	u	-	-	u--------	_	·
0059	002	-	-	1	t_18	ἐγὼ	p	-	-	p1s---mn-	Case=n|Gender=m|Number=s|Person=1	ἐγώ
0059	002	-	-	2	t_19	δʼ	d	-	-	d--------	_	δέ
0059	002	-	-	3	t_20	οὖν	d	-	-	d--------	_	οὖν
0059	002	-	-	4	t_21	καὶ	d	-	-	d--------	_	καί
0059	002	-	-	5	t_22	αὐτὸς	a	-	-	a-s---mn-	Case=n|Gender=m|Number=s	αὐτός
0059	002	-	-	6	t_23	ὑπʼ	r	-	-	r--------	_	ὑπό
0059	002	-	-	7	t_24	αὐτῶν	p	-	-	p-p---mg-	Case=g|Gender=m|Number=p	αὐτός
0059	002	-	-	8	t_25	ὀλίγου	a	-	-	a-s---ng-	Case=g|Gender=n|Number=s	ὀλίγος
0059	002	-	-	9	t_26	ἐμαυτοῦ	p	-	-	p-s---mg-	Case=g|Gender=m|Number=s	ἐμαυτοῦ
0059	002	-	-	10	t_27	ἐπελαθόμην	v	-	-	v1saim---	Mood=i|Number=s|Person=1|Tense=a|Voice=m	ἐπιλανθάνω
0059	002	-	-	11	t_28	,	u	-	-	u--------	_	,
0059	002	-	-	12	t_29	οὕτω	d	-	-	d--------	_	οὕτως
0059	002	-	-	13	t_30	πιθανῶς	d	-	-	d--------	_	πιθανός
0059	002	-	-	14	t_31	ἔλεγον	v	-	-	v1siia---	Mood=i|Number=s|Person=1|Tense=i|Voice=a	λέγω3
0059	002	-	-	15	t_32	.	u	-	-	u--------	_	.
0059	002	-	-	1	t_33	καίτοι	d	-	-	d--------	_	καίτοι
0059	002	-	-	2	t_34	ἀληθές	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	ἀληθής
0059	002	-	-	3	t_35	γε	d	-	-	d--------	_	γε
0059	002	-	-	4	t_36	ὡς	c	-	-	c--------	_	ὡς
0059	002	-	-	5	t_37	ἔπος	n	-	-	n-s---na-	Case=a|Gender=n|Number=s	ἔπος
0059	002	-	-	6	t_38	εἰπεῖν	v	-	-	v--ana---	Mood=n|Tense=a|Voice=a	εἶπον
0059	002	-	-	7	t_39	οὐδὲν	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	οὐδείς
0059	002	-	-	8	t_40	εἰρήκασιν	v	-	-	v3pria---	Mood=i|Number=p|Person=3|Tense=r|Voice=a	ἐρῶ
0059	002	-	-	9	t_41	.	u	-	-	u--------	_	.
0059	002	-	-	1	t_42	μάλιστα	d	-	-	d--------	_	μάλιστα
0059	002	-	-	2	t_43	δὲ	d	-	-	d--------	_	δέ
0059	002	-	-	3	t_44	αὐτῶν	p	-	-	p-p---ng-	Case=g|Gender=n|Number=p	αὐτός
0059	002	-	-	4	t_45	ἓν	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	εἷς
0059	002	-	-	5	t_46	ἐθαύμασα	v	-	-	v1saia---	Mood=i|Number=s|Person=1|Tense=a|Voice=a	θαυμάζω
0059	002	-	-	6	t_47	τῶν	l	-	-	l-p---ng-	Case=g|Gender=m|Number=p	ὁ
0059	002	-	-	7	t_48	πολλῶν	a	-	-	a-p---mg-	Case=g|Gender=m|Number=p	πολύς
0059	002	-	-	8	t_49	ὧν	p	-	-	p-p---mg-	Case=g|Gender=n|Number=p	ὅς
0059	002	-	-	9	t_50	ἐψεύσαντο	v	-	-	v3paim---	Mood=i|Number=p|Person=3|Tense=a|Voice=m	ψεύδω
0059	002	-	-	10	t_51	,	u	-	-	u--------	_	,
0059	002	-	-	11	t_52	τοῦτο	p	-	-	p-s---na-	Case=a|Gender=n|Number=s	οὗτος
0059	002	-	-	12	t_53	ἐν	r	-	-	r--------	_	ἐν
0059	002	-	-	13	t_54	ᾧ	p	-	-	p-s---nd-	Case=d|Gender=n|Number=s	ὅς
0059	002	-	-	14	t_55	ἔλεγον	v	-	-	v3piia---	Mood=i|Number=p|Person=3|Tense=i|Voice=a	λέγω3
0059	002	-	-	15	t_56	ὡς	c	-	-	c--------	_	ὡς
0059	002	-	-	16	t_57	χρῆν	v	-	-	v3siia---	Mood=i|Number=s|Person=3|Tense=i|Voice=a	χρή
0059	002	-	-	17	t_58	ὑμᾶς	p	-	-	p-p---ma-	Case=a|Gender=m|Number=p	σύ
0059	002	-	-	18	t_59	εὐλαβεῖσθαι	v	-	-	v--pne---	Mood=n|Tense=p|Voice=e	εὐλαβέομαι
0059	002	-	-	19	t_60	μὴ	c	-	-	c--------	_	μή
0059	002	-	-	20	t_61	ὑπʼ	r	-	-	r--------	_	ὑπό
0059	002	-	-	21	t_62	ἐμοῦ	p	-	-	p1s---mg-	Case=g|Gender=m|Number=s|Person=1	ἐγώ
0059	002	-	-	22	t_63	ἐξαπατηθῆτε	v	-	-	v2pasp---	Mood=s|Number=p|Person=2|Tense=a|Voice=p	ἐξαπατάω
0059	002	-	-	23	t_64	ὡς	d	-	-	d--------	_	ὡς
0059	002	-	-	24	t_65	δεινοῦ	a	-	-	a-s---mg-	Case=g|Gender=m|Number=s	δεινός
0059	002	-	-	25	t_66	ὄντος	v	-	-	v-sppamg-	Case=g|Gender=m|Mood=p|Number=s|Tense=p|Voice=a	εἰμί
0059	002	-	-	26	t_67	λέγειν	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	λέγω3
0059	002	-	-	27	t_68	.	u	-	-	u--------	_	.
0059	002	-	-	1	t_69	τὸ	l	-	-	l-s---na-	Case=a|Gender=n|Number=s	ὁ
0059	002	-	-	2	t_70	γὰρ	d	-	-	d--------	_	γάρ
0059	002	-	-	3	t_71	μὴ	d	-	-	d--------	_	μή
0059	002	-	-	4	t_72	αἰσχυνθῆναι	v	-	-	v--anp---	Mood=n|Tense=a|Voice=p	αἰσχύνω
0059	002	-	-	5	t_73	ὅτι	c	-	-	c--------	_	ὅτι
0059	002	-	-	6	t_74	αὐτίκα	d	-	-	d--------	_	αὐτίκα
0059	002	-	-	7	t_75	ὑπʼ	r	-	-	r--------	_	ὑπό
0059	002	-	-	8	t_76	ἐμοῦ	p	-	-	p1s---mg-	Case=g|Gender=m|Number=s|Person=1	ἐγώ
