token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	τίς	p-s---na-	τίς	τίς	p-s---na-	p-s---na-	
2	τηνικάδε	d--------	τηνικάδε	τηνικάδε	d--------	d--------	
3	ἀφικνέομαι	v2srim---	ἀφικνέομαι	ἀφικνέομαι	v2srie---	v2srim---	
4	,	u--------	,	,	u--------	u--------	
5	ὦ	i--------	ὦ	ὦ	i--------	i--------	
6	Κρίτων	n-s---mv-	κρίτων	Κρίτων	n-s---mv-	n-s---mv-	
7	;	u--------	;	;	u--------	u--------	
8	ἤ	b--------	ἤ1	ἤ	d--------	b--------	
9	οὐ	d--------	οὐ	οὐ	d--------	d--------	
10	πρωΐ	d--------	πρωί	πρωΐ	d--------	d--------	
11	ἔτι	d--------	ἔτι	ἔτι	d--------	d--------	
12	εἰμί	v3spia---	εἰμί	εἰμί	v3spia---	v3spia---	
13	;	u--------	;	;	u--------	u--------	
14	πάνυ	d--------	πάνυ	πάνυ	d--------	d--------	
15	μέν	g--------	μέν	μέν	d--------	g--------	
16	οὖν	g--------	οὖν	οὖν	d--------	g--------	
17	.	u--------		.		u--------	glaux_only
18	πηνίκα	d--------		πηνίκα		d--------	glaux_only
19	μάλα	d-------s	μάλιστα	μάλα	d--------	d-------s	DISAGREE
20	;	u--------		;		u--------	glaux_only
21	ὄρθρος	n-s---mn-		ὄρθρος		n-s---mn-	glaux_only
22	βαθύς	a-s---mn-	βαθύς	βαθύς	a-s---mn-	a-s---mn-	
23	.	u--------		.		u--------	glaux_only
24	θαυμάζω	v1spia---		θαυμάζω		v1spia---	glaux_only
25	ὅπως	c--------	ὅπως	ὅπως	c--------	c--------	
26	ἐθέλω	v3saia---	ἐθέλω	ἐθέλω	v3saia---	v3saia---	
27	σύ	p2s---cd-	σύ	σύ	p-s---md-	p2s---cd-	
28	ὁ	l-s---mn-	ὁ	ὁ	l-s---mn-	l-s---mn-	
29	ὁ	l-s---ng-	ὁ	ὁ	l-s---ng-	l-s---ng-	
30	δεσμωτήριον	n-s---ng-	δεσμωτήριον	δεσμωτήριον	n-s---ng-	n-s---ng-	
31	φύλαξ	n-s---mn-	φύλαξ	φύλαξ	n-s---mn-	n-s---mn-	
32	ὑπακούω	v--ana---	ὑπακούω	ὑπακούω	v--ana---	v--ana---	
33	.	u--------	.	.	u--------	u--------	
34	συνήθης	a-s---mn-	συνήθης	συνήθης	a-s---mn-	a-s---mn-	
35	ἤδη	d--------	ἤδη	ἤδη	d--------	d--------	
36	ἐγώ	p1s---cd-	ἐγώ	ἐγώ	p1s---md-	p1s---cd-	
37	εἰμί	v3spia---	εἰμί	εἰμί	v3spia---	v3spia---	
38	,	u--------	,	,	u--------	u--------	
39	ὦ	i--------	ὦ	ὦ	i--------	i--------	
40	Σωκράτης	n-s---mv-	σωκράτης	Σωκράτης	n-s---mv-	n-s---mv-	
41	,	u--------	,	,	u--------	u--------	
42	διά	r--------	διά	διά	r--------	r--------	
43	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
44	πολλάκις	d--------	πολλάκις	πολλάκις	d--------	d--------	
45	δεῦρο	d--------	δεῦρο	δεῦρο	d--------	d--------	
46	φοιτάω	v--pna---	φοιτάω	φοιτάω	v--pna---	v--pna---	
47	,	u--------	,	,	u--------	u--------	
48	καί	b--------	καί	καί	c--------	b--------	
49	τις	p-s---nn-	τις	τις	p-s---nn-	p-s---nn-	
50	καί	d--------	καί	καί	d--------	d--------	
51	εὐεργετέω	v3srim---	εὐεργετέω	εὐεργετέω	v3srie---	v3srim---	
52	ὑπό	r--------	ὑπό	ὑπό	r--------	r--------	
53	ἐγώ	p1s---cg-	ἐγώ	ἐγώ	p1s---mg-	p1s---cg-	
54	.	u--------	.	.	u--------	u--------	
55	ἄρτι	d--------	ἄρτι	ἄρτι	d--------	d--------	
56	δέ	b--------	δέ	δέ	g--------	b--------	
57	ἥκω	v2spia---	ἥκω	ἥκω	v2spia---	v2spia---	
58	ἤ	b--------	ἤ1	ἤ	c--------	b--------	
59	πάλαι	d--------	πάλαι	πάλαι	d--------	d--------	
60	;	u--------	;	;	u--------	u--------	
61	ἐπιεικής	d--------	ἐπιεικής	ἐπιεικής	d--------	d--------	
62	πάλαι	d--------	πάλαι	πάλαι	d--------	d--------	
63	.	u--------		.		u--------	glaux_only
64	εἶτα	d--------		εἶτα		d--------	glaux_only
65	πῶς	d--------	πῶς	πῶς	d--------	d--------	
66	οὐ	d--------	οὐ	οὐ	d--------	d--------	
67	εὐθύς	d--------	εὐθύς2	εὐθύς	d--------	d--------	
68	ἐπεγείρω	v2saia---	ἐπαγείρω	ἐπεγείρω	v2saia---	v2saia---	DISAGREE
69	ἐγώ	p1s---ca-	ἐγώ	ἐγώ	p1s---ma-	p1s---ca-	
70	,	u--------	,	,	u--------	u--------	
71	ἀλλά	b--------	ἀλλά	ἀλλά	c--------	b--------	
72	σιγή	n-s---fd-	σιγή	σιγή	n-s---fd-	n-s---fd-	
73	παρακάθημαι	v2spim---	παρακάθημαι	παρακάθημαι	v2spim---	v2spim---	
74	;	u--------	;	;	u--------	u--------	
75	οὐ	d--------	οὐ	οὐ	d--------	d--------	
76	μά	r--------	μά	μά	r--------	r--------	
77	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
78	Ζεύς	n-s---ma-	ζεύς	Ζεύς	n-d---fn-	n-s---ma-	
79	,	u--------	,	,	u--------	u--------	
80	ὦ	i--------	ὦ	ὦ	i--------	i--------	
81	Σωκράτης	n-s---mv-	σωκράτης	Σωκράτης	n-s---mv-	n-s---mv-	
82	,	u--------	,	,	u--------	u--------	
83							unmatched
84	ἄν	g--------	ἄν	ἄν	d--------	g--------	
85	αὐτός	p-s---mn-	αὐτός	αὐτός	p-s---mn-	p-s---mn-	
86	ἐθέλω	v1siia---	ἐθέλω	ἐθέλω	v3piia---	v1siia---	
87	ἐν	r--------	ἐν	ἐν	r--------	r--------	
88	τοσοῦτος	p-s---fd-	τοσοῦτος	τοσοῦτος	a-s---fd-	p-s---fd-	
89	τε	b--------	τε	τε	d--------	b--------	
90	ἀγρυπνία	n-s---fd-	ἀγρυπνία	ἀγρυπνία	n-p---fn-	n-s---fd-	
91	καί	b--------	καί	καί	c--------	b--------	
92	λύπη	n-s---fd-	λύπη	λύπη	n-s---fd-	n-s---fd-	
93	εἰμί	v--pna---	εἰμί	εἰμί	v--pna---	v--pna---	
94	,	u--------	,	,	u--------	u--------	
95	ἀλλά	b--------	ἀλλά	ἀλλά	c--------	b--------	
96	καί	d--------	καί	καί	d--------	d--------	
97	σύ	p2s---cg-	σύ	σύ	p-s---mg-	p2s---cg-	
98	πάλαι	d--------	πάλαι	πάλαι	d--------	d--------	
99	θαυμάζω	v1spia---	θαυμάζω	θαυμάζω	v1spsa---	v1spia---	
100	αἰσθάνομαι	v-sppmmn-	αἰσθάνομαι	αἰσθάνομαι	v-sppmmn-	v-sppmmn-	
101	ὡς	c--------	ὡς	ὡς	c--------	c--------	
102	ἡδύς	d--------	ἡδέως	ἡδύς	d--------	d--------	DISAGREE
103	καθεύδω	v2spia---	καθεύδω	καθεύδω	v2spia---	v2spia---	
104	·	u--------	·	·	u--------	u--------	
105	καί	b--------	καί	καί	d--------	b--------	
106	ἐπίτηδες	d--------	ἐπίτηδες	ἐπίτηδες	d--------	d--------	
107	σύ	p2s---ca-	σύ	σύ	p-s---ma-	p2s---ca-	
108	οὐ	d--------	οὐ	οὐ	d--------	d--------	
109	ἐγείρω	v1siia---	ἀγείρω	ἐγείρω	v1siia---	v1siia---	DISAGREE
110	ἵνα	c--------	ἵνα	ἵνα	c--------	c--------	
111	ὡς	d--------	ὡς	ὡς	d--------	d--------	
112	ἡδύς	d-------s	ἡδύς	ἡδύς	a-p---nas	d-------s	
113	διάγω	v2spsa---	διάγω	διάγω	v2spsa---	v2spsa---	
114	.	u--------	.	.	u--------	u--------	
115	καί	b--------	καί	καί	d--------	b--------	
116	πολλάκις	d--------	πολλάκις	πολλάκις	d--------	d--------	
117	μέν	g--------	μέν	μέν	d--------	g--------	
118	δή	g--------	δή	δή	d--------	g--------	
119	σύ	p2s---ca-	σύ	σύ	p-s---ma-	p2s---ca-	
120	καί	d--------	καί	καί	d--------	d--------	
121	πρότερος	d-------c	πρότερος	πρότερος	a-s---na-	d-------c	
122	ἐν	r--------	ἐν	ἐν	r--------	r--------	
123	πᾶς	a-s---md-	πᾶς	πᾶς	a-s---md-	a-s---md-	
124	ὁ	l-s---md-	ὁ	ὁ	l-s---md-	l-s---md-	
125	βίος	n-s---md-	βίος	βίος	n-s---md-	n-s---md-	
126	εὐδαιμονίζω	v1saia---	εὐδαιμονίζω	εὐδαιμονίζω	v1saia---	v1saia---	
127	ὁ	l-s---mg-	ὁ	ὁ	l-s---mg-	l-s---mg-	
128	τρόπος	n-s---mg-	τρόπος	τρόπος	n-s---mg-	n-s---mg-	
129	,	u--------	,	,	u--------	u--------	
130	πολύς	a-s---na-	πολύς	πολύς	a-s---na-	a-s---na-	
131	δέ	b--------	δέ	δέ	c--------	b--------	
132	μάλα	d-------s	μάλιστα	μάλα	d--------	d-------s	DISAGREE
133	ἐν	r--------	ἐν	ἐν	r--------	r--------	
134	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
135	νῦν	d--------	νῦν	νῦν	d--------	d--------	
136	παρίστημι	v-srpafd-	παρίστημι	παρίστημι	v-srpafd-	v-srpafd-	
137	συμφορά	n-s---fd-	συμφορά	συμφορά	n-s---fd-	n-s---fd-	
138	,	u--------	,	,	u--------	u--------	
139	ὡς	c--------	ὡς	ὡς	c--------	c--------	
140	ῥᾴδιος	d--------	ῥᾴδιος	ῥᾴδιος	d--------	d--------	
141	αὐτός	p-s---fa-	αὐτός	αὐτός	p-s---fa-	p-s---fa-	
142	καί	b--------	καί	καί	c--------	b--------	
143	πρᾶος	d--------	πρᾶος	πρᾶος	d--------	d--------	
144	φέρω	v2spia---	φέρω	φέρω	v2spia---	v2spia---	
145	.	u--------	.	.	u--------	u--------	
146	καί	b--------	καί	καί	d--------	b--------	
147	γάρ	g--------	γάρ	γάρ	d--------	g--------	
