0014	005	-	-	1	t_1	ὁρῶ	v	-	-	v1spia---	Mood=i|Number=s|Person=1|Tense=p|Voice=a	ὁράω
0014	005	-	-	2	t_2	μέν	d	-	-	d--------	_	μέν
0014	005	-	-	3	t_3	,	u	-	-	u--------	_	,
0014	005	-	-	4	t_4	ὦ	i	-	-	i--------	_	ὦ
0014	005	-	-	5	t_5	ἄνδρες	n	-	-	n-p---mv-	Case=v|Gender=m|Number=p	ἀνήρ
0014	005	-	-	6	t_6	Ἀθηναῖοι	a	-	-	a-p---mv-	Case=v|Gender=m|Number=p	ἀθηναῖος
0014	005	-	-	7	t_7	,	u	-	-	u--------	_	,
0014	005	-	-	8	t_8	τὰ	l	-	-	l-p---na-	Case=a|Gender=n|Number=p	ὁ
0014	005	-	-	9	t_9	παρόντα	v	-	-	v-pppana-	Case=a|Gender=n|Mood=p|Number=p|Tense=p|Voice=a	πάρειμι1
0014	005	-	-	10	t_10	πράγματα	n	-	-	n-p---na-	Case=a|Gender=n|Number=p	πρᾶγμα
0014	005	-	-	11	t_11	πολλὴν	a	-	-	a-s---fa-	Case=a|Gender=f|Number=s	πολύς
0014	005	-	-	12	t_12	δυσκολίαν	n	-	-	n-s---fa-	Case=a|Gender=f|Number=s	δυσκολία
0014	005	-	-	13	t_13	ἔχοντα	v	-	-	v-sppama-	Case=a|Gender=m|Mood=p|Number=s|Tense=p|Voice=a	ἔχω
0014	005	-	-	14	t_14	καὶ	c	-	-	c--------	_	καί
0014	005	-	-	15	t_15	ταραχὴν	n	-	-	n-s---fa-	Case=a|Gender=f|Number=s	ταραχή
0014	005	-	-	16	t_16	οὐ	d	-	-	d--------	_	οὐ
0014	005	-	-	17	t_17	μόνον	d	-	-	d--------	_	μόνος
0014	005	-	-	18	t_18	τῷ	l	-	-	l-s---nd-	Case=d|Gender=n|Number=s	ὁ
0014	005	-	-	19	t_19	πολλὰ	a	-	-	a-p---na-	Case=a|Gender=n|Number=p	πολύς
0014	005	-	-	20	t_20	προεῖσθαι	v	-	-	v--pne---	Mood=n|Tense=p|Voice=e	προίημι
0014	005	-	-	21	t_21	καὶ	c	-	-	c--------	_	καί
0014	005	-	-	22	t_22	μηδὲν	p	-	-	p-s---na-	Case=a|Gender=n|Number=s	μηδείς
0014	005	-	-	23	t_23	εἶναι	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	εἰμί
0014	005	-	-	24	t_24	πρ	r	-	-	r--------	_	πρ
0014	005	-	-	25	t_25	οὔργου	n	-	-	n-s---mg-	Case=g|Gender=m|Number=s	ἔργω
0014	005	-	-	26	t_26	περὶ	r	-	-	r--------	_	περί
0014	005	-	-	27	t_27	αὐτῶν	p	-	-	p-p---ng-	Case=g|Gender=n|Number=p	αὐτός
0014	005	-	-	28	t_28	εὖ	d	-	-	d--------	_	εὖ
