0032	006	1.1.1	-	101436936	-	Δαρείου	-	-	-	n-s---mg-	-	Δαρεῖος
0032	006	1.1.1	-	101436937	-	καὶ	-	-	-	c--------	-	καί
0032	006	1.1.1	-	101436938	-	Παρυσάτιδος	-	-	-	n-s---fg-	-	Παρύσατις
0032	006	1.1.1	-	101436939	-	γίγνονται	-	-	-	v3ppim---	-	γίγνομαι
0032	006	1.1.1	-	101436940	-	παῖδες	-	-	-	n-p---cn-	-	παῖς
0032	006	1.1.1	-	101436941	-	δύο	-	-	-	m--------	-	δύο
0032	006	1.1.1	-	101436942	-	,	-	-	-	u--------	-	,
0032	006	1.1.1	-	101436943	-	πρεσβύτερος	-	-	-	a-s---mnc	-	πρέσβυς
0032	006	1.1.1	-	101436944	-	μὲν	-	-	-	g--------	-	μέν
0032	006	1.1.1	-	101436945	-	Ἀρταξέρξης	-	-	-	n-s---mn-	-	Ἀρταξέρξης
0032	006	1.1.1	-	101436946	-	,	-	-	-	u--------	-	,
0032	006	1.1.1	-	101436947	-	νεώτερος	-	-	-	a-s---mnc	-	νέος
0032	006	1.1.1	-	101436948	-	δὲ	-	-	-	c--------	-	δέ
0032	006	1.1.1	-	101436949	-	Κῦρος	-	-	-	n-s---mn-	-	Κῦρος
0032	006	1.1.1	-	101436950	-	·	-	-	-	u--------	-	·
0032	006	1.1.1	-	101436951	-	ἐπεὶ	-	-	-	c--------	-	ἐπεί
0032	006	1.1.1	-	101436952	-	δὲ	-	-	-	c--------	-	δέ
0032	006	1.1.1	-	101436953	-	ἠσθένει	-	-	-	v3siia---	-	ἀσθενέω
0032	006	1.1.1	-	101436954	-	Δαρεῖος	-	-	-	n-s---mn-	-	Δαρεῖος
0032	006	1.1.1	-	101436955	-	καὶ	-	-	-	c--------	-	καί
0032	006	1.1.1	-	101436956	-	ὑπώπτευε	-	-	-	v3siia---	-	ὑποπτεύω
0032	006	1.1.1	-	101436957	-	τελευτὴν	-	-	-	n-s---fa-	-	τελευτή
0032	006	1.1.1	-	101436958	-	τοῦ	-	-	-	l-s---mg-	-	ὁ
0032	006	1.1.1	-	101436959	-	βίου	-	-	-	n-s---mg-	-	βίος
0032	006	1.1.1	-	101436960	-	,	-	-	-	u--------	-	,
0032	006	1.1.1	-	101436961	-	ἐβούλετο	-	-	-	v3siim---	-	βούλομαι
0032	006	1.1.1	-	101436962	-	τὼ	-	-	-	l-d---ma-	-	ὁ
0032	006	1.1.1	-	101436963	-	παῖδε	-	-	-	n-d---ca-	-	παῖς
0032	006	1.1.1	-	101436964	-	ἀμφοτέρω	-	-	-	a-d---ma-	-	ἀμφότερος
0032	006	1.1.1	-	101436965	-	παρεῖναι	-	-	-	v--pna---	-	πάρειμι
0032	006	1.1.1	-	101436966	-	.	-	-	-	u--------	-	.
0032	006	1.1.2	-	101436967	-	ὁ	-	-	-	l-s---mn-	-	ὁ
0032	006	1.1.2	-	101436968	-	μὲν	-	-	-	g--------	-	μέν
0032	006	1.1.2	-	101436969	-	οὖν	-	-	-	g--------	-	οὖν
0032	006	1.1.2	-	101436970	-	πρεσβύτερος	-	-	-	a-s---mnc	-	πρέσβυς
0032	006	1.1.2	-	101436971	-	παρὼν	-	-	-	v-sppamn-	-	πάρειμι
0032	006	1.1.2	-	101436972	-	ἐτύγχανε	-	-	-	v3siia---	-	τυγχάνω
0032	006	1.1.2	-	101436973	-	·	-	-	-	u--------	-	·
0032	006	1.1.2	-	101436974	-	Κῦρον	-	-	-	n-s---ma-	-	Κῦρος
0032	006	1.1.2	-	101436975	-	δὲ	-	-	-	c--------	-	δέ
0032	006	1.1.2	-	101436976	-	μεταπέμπεται	-	-	-	v3spim---	-	μεταπέμπω
