0032	006	1.1.1	-	1	-	Δαρείου	-	-	-	n-s---mg-	-	Δαρεῖος
0032	006	1.1.1	-	2	-	καὶ	-	-	-	c--------	-	καί
0032	006	1.1.1	-	3	-	Παρυσάτιδος	-	-	-	n-s---fg-	-	Παρύσατις
0032	006	1.1.1	-	4	-	γίγνονται	-	-	-	v3ppie---	-	γίγνομαι
0032	006	1.1.1	-	5	-	παῖδες	-	-	-	n-p---mn-	-	παῖς
0032	006	1.1.1	-	6	-	δύο	-	-	-	a--------	-	δύο
0032	006	1.1.1	-	7	-	,	-	-	-	u--------	-	,
0032	006	1.1.1	-	8	-	πρεσβύτερος	-	-	-	a-s---mnc	-	πρέσβυς
0032	006	1.1.1	-	9	-	μὲν	-	-	-	d--------	-	μέν
0032	006	1.1.1	-	10	-	Ἀρταξέρξης	-	-	-	n-s---mn-	-	Ἀρταξέρξης
0032	006	1.1.1	-	11	-	,	-	-	-	u--------	-	,
0032	006	1.1.1	-	12	-	νεώτερος	-	-	-	a-s---mnc	-	νέος
0032	006	1.1.1	-	13	-	δὲ	-	-	-	c--------	-	δέ
0032	006	1.1.1	-	14	-	Κῦρος	-	-	-	n-s---mn-	-	Κῦρος
0032	006	1.1.1	-	15	-	·	-	-	-	u--------	-	·
0032	006	1.1.1	-	1	-	ἐπεὶ	-	-	-	c--------	-	ἐπεί
0032	006	1.1.1	-	2	-	δὲ	-	-	-	d--------	-	δέ
0032	006	1.1.1	-	3	-	ἠσθένει	-	-	-	v3siia---	-	ἀσθενέω
0032	006	1.1.1	-	4	-	Δαρεῖος	-	-	-	n-s---mn-	-	Δαρεῖος
0032	006	1.1.1	-	5	-	καὶ	-	-	-	c--------	-	καί
0032	006	1.1.1	-	6	-	ὑπώπτευε	-	-	-	v3siia---	-	ὑποπτεύω
0032	006	1.1.1	-	7	-	τελευτὴν	-	-	-	n-s---fa-	-	τελευτή
0032	006	1.1.1	-	8	-	τοῦ	-	-	-	l-s---mg-	-	ὁ
0032	006	1.1.1	-	9	-	βίου	-	-	-	n-s---mg-	-	βίος
0032	006	1.1.1	-	10	-	,	-	-	-	u--------	-	,
0032	006	1.1.1	-	11	-	ἐβούλετο	-	-	-	v3siie---	-	βούλομαι
0032	006	1.1.1	-	12	-	τὼ	-	-	-	l-d---ma-	-	ὁ
0032	006	1.1.1	-	13	-	παῖδε	-	-	-	n-d---ma-	-	παῖς
0032	006	1.1.1	-	14	-	ἀμφοτέρω	-	-	-	a-d---ma-	-	ἀμφότερος
0032	006	1.1.1	-	15	-	παρεῖναι	-	-	-	v--pna---	-	πάρειμι
0032	006	1.1.1	-	16	-	.	-	-	-	u--------	-	.
0032	006	1.1.2	-	1	-	ὁ	-	-	-	l-s---mn-	-	ὁ
0032	006	1.1.2	-	2	-	μὲν	-	-	-	d--------	-	μέν
0032	006	1.1.2	-	3	-	οὖν	-	-	-	d--------	-	οὖν
0032	006	1.1.2	-	4	-	πρεσβύτερος	-	-	-	a-s---mnc	-	πρέσβυς
0032	006	1.1.2	-	5	-	παρὼν	-	-	-	v-sppamn-	-	πάρειμι
0032	006	1.1.2	-	6	-	ἐτύγχανε	-	-	-	v3siia---	-	τυγχάνω
0032	006	1.1.2	-	7	-	·	-	-	-	u--------	-	·
0032	006	1.1.2	-	1	-	Κῦρον	-	-	-	n-s---ma-	-	Κῦρος
0032	006	1.1.2	-	2	-	δὲ	-	-	-	d--------	-	δέ
0032	006	1.1.2	-	3	-	μεταπέμπεται	-	-	-	v3spie---	-	μεταπέμπω
