0059	003	43a	-	1	-	τί	-	-	-	a-s---na_	-	τις
0059	003	43a	-	2	-	τηνικάδε	-	-	-	d--------	-	τηνικάδε
0059	003	43a	-	3	-	ἀφῖξαι	-	-	-	v2srie---	-	ἀφικνέομαι
0059	003	43a	-	4	-	,	-	-	-	u--------	-	punc1
0059	003	43a	-	5	-	ὦ	-	-	-	i--------	-	ὦ
0059	003	43a	-	6	-	Κρίτων	-	-	-	n-s---mn-	-	Κρίτων
0059	003	43a	-	7	-	;	-	-	-	u--------	-	punc1
0059	003	43a	-	1	-	ἢ	-	-	-	d--------	-	ἤ1
0059	003	43a	-	2	-	οὐ	-	-	-	d-------_	-	οὐ
0059	003	43a	-	3	-	πρῲ	-	-	-	d--------	-	πρωί
0059	003	43a	-	4	-	ἔτι	-	-	-	d--------	-	ἔτι
0059	003	43a	-	5	-	ἐστίν	-	-	-	v3spia---	-	εἰμί
0059	003	43a	-	6	-	;	-	-	-	u--------	-	punc1
0059	003	43a	-	1	-	πάνυ	-	-	-	d--------	-	πάνυ
0059	003	43a	-	2	-	μὲν	-	-	-	d--------	-	μέν
0059	003	43a	-	3	-	οὖν	-	-	-	d--------	-	οὖν
0059	003	43a	-	4	-	.	-	-	-	u--------	-	punc1
0059	003	43a	-	5	-	εστιν	-	-	-	v3spia---	-	εἰμί
0059	003	43a	-	1	-	πηνίκα	-	-	-	d--------	-	πηνίκα
0059	003	43a	-	2	-	μάλιστα	-	-	-	d--------	-	μάλιστα
0059	003	43a	-	3	-	;	-	-	-	u--------	-	punc1
0059	003	43a	-	4	-	εστιν	-	-	-	v3spia---	-	εἰμί
0059	003	43a	-	1	-	ὄρθρος	-	-	-	n-s---mn-	-	ὄρθρος
0059	003	43a	-	2	-	βαθύς	-	-	-	a-s---mn-	-	βαθύς
0059	003	43a	-	3	-	.	-	-	-	u--------	-	punc1
0059	003	43a	-	4	-	εστιν	-	-	-	v3spia---	-	εἰμί
0059	003	43a	-	1	-	θαυμάζω	-	-	-	v1spsa---	-	θαυμάζω
0059	003	43a	-	2	-	ὅπως	-	-	-	c--------	-	ὅπως
0059	003	43a	-	3	-	ἠθέλησέ	-	-	-	v3saia---	-	ἐθέλω
0059	003	43a	-	4	-	σοι	-	-	-	p-s---md-	-	σοι
0059	003	43a	-	5	-	ὁ	-	-	-	l-s---mn-	-	ὁ
0059	003	43a	-	6	-	τοῦ	-	-	-	l-s---ng-	-	ὁ
0059	003	43a	-	7	-	δεσμωτηρίου	-	-	-	n-s---ng-	-	δεσμωτήριον
0059	003	43a	-	8	-	φύλαξ	-	-	-	n-s---mn-	-	φύλαξ
0059	003	43a	-	9	-	ὑπακοῦσαι	-	-	-	v--ana---	-	ὑπακούω
0059	003	43a	-	10	-	.	-	-	-	u--------	-	punc1
0059	003	43a	-	1	-	συνήθης	-	-	-	a-s---mn-	-	συνήθης
0059	003	43a	-	2	-	ἤδη	-	-	-	d--------	-	ἤδη
0059	003	43a	-	3	-	μοί	-	-	-	p1s---md-	-	ἐγώ
0059	003	43a	-	4	-	ἐστιν	-	-	-	v3spia---	-	εἰμί
0059	003	43a	-	5	-	,	-	-	-	u--------	-	punc1
0059	003	43a	-	6	-	ὦ	-	-	-	i--------	-	ὦ
0059	003	43a	-	7	-	Σώκρατες	-	-	-	n-s---mv-	-	Σωκράτης
0059	003	43a	-	8	-	,	-	-	-	u--------	-	punc1
0059	003	43a	-	9	-	διὰ	-	-	-	r--------	-	διά
0059	003	43a	-	10	-	τὸ	-	-	-	l-s---na-	-	ὁ
0059	003	43a	-	11	-	πολλάκις	-	-	-	d--------	-	πολλάκις
0059	003	43a	-	12	-	δεῦρο	-	-	-	d--------	-	δεῦρο
0059	003	43a	-	13	-	φοιτᾶν	-	-	-	v--pna---	-	φοιτάω
0059	003	43a	-	14	-	,	-	-	-	u--------	-	punc1
0059	003	43a	-	15	-	καί	-	-	-	c--------	-	καί
0059	003	43a	-	16	-	τι	-	-	-	p-s---nn-	-	τις
0059	003	43a	-	17	-	καὶ	-	-	-	d-------_	-	καὶ
0059	003	43a	-	18	-	εὐεργέτηται	-	-	-	v3srie---	-	εὐεργετέω
0059	003	43a	-	19	-	ὑπʼ	-	-	-	r--------	-	ὑπό
0059	003	43a	-	20	-	ἐμοῦ	-	-	-	p1s---mg-	-	ἐγώ
0059	003	43a	-	21	-	.	-	-	-	u--------	-	punc1
0059	003	43a	-	1	-	ἄρτι	-	-	-	d--------	-	ἄρτι
0059	003	43a	-	2	-	δὲ	-	-	-	d--------	-	δέ
0059	003	43a	-	3	-	ἥκεις	-	-	-	v2spia---	-	ἥκω
0059	003	43a	-	4	-	ἢ	-	-	-	c--------	-	ἢ
0059	003	43a	-	5	-	πάλαι	-	-	-	d--------	-	πάλαι
0059	003	43a	-	6	-	;	-	-	-	u--------	-	punc1
0059	003	43a	-	1	-	ἐπιεικῶς	-	-	-	a--------	-	ἐπιεικής
0059	003	43a	-	2	-	πάλαι	-	-	-	d--------	-	πάλαι
0059	003	43a	-	3	-	.	-	-	-	u--------	-	punc1
0059	003	43a	-	4	-	ἥκω	-	-	-	v1spia---	-	ἥκω
0059	003	43b	-	1	-	εἶτα	-	-	-	d--------	-	εἶτα
0059	003	43b	-	2	-	πῶς	-	-	-	d-------_	-	πῶς
0059	003	43b	-	3	-	οὐκ	-	-	-	d--------	-	οὐ
0059	003	43b	-	4	-	εὐθὺς	-	-	-	d--------	-	εὐθύς2
0059	003	43b	-	5	-	ἐπήγειράς	-	-	-	v2saia---	-	ἐπαγείρω
0059	003	43b	-	6	-	με	-	-	-	p1s---ma-	-	ἐγώ
0059	003	43b	-	7	-	,	-	-	-	u--------	-	punc1
0059	003	43b	-	8	-	ἀλλὰ	-	-	-	c--------	-	ἀλλά
0059	003	43b	-	9	-	σιγῇ	-	-	-	n-s---fd-	-	σιγή
0059	003	43b	-	10	-	παρακάθησαι	-	-	-	v2spim---	-	παρακάθημαι
0059	003	43b	-	11	-	;	-	-	-	u--------	-	punc1
0059	003	43b	-	1	-	οὐ	-	-	-	d--------	-	οὐ
0059	003	43b	-	2	-	μὰ	-	-	-	r--------	-	μά
0059	003	43b	-	3	-	τὸν	-	-	-	l-s---ma-	-	ὁ
0059	003	43b	-	4	-	Δία	-	-	-	n-d---fn-	-	Δίη
0059	003	43b	-	5	-	,	-	-	-	u--------	-	punc1
0059	003	43b	-	6	-	ὦ	-	-	-	i--------	-	ὦ
0059	003	43b	-	7	-	Σώκρατες	-	-	-	n-s---mv-	-	Σωκράτης
0059	003	43b	-	8	-	,	-	-	-	u--------	-	punc1
0059	003	43b	-	9	-	οὐ	-	-	-	d-------_	-	οὐ
0059	003	43b	-	10	-	-δ'	-	-	-	c--------	-	δέ
0059	003	43b	-	11	-	ἂν	-	-	-	d-------_	-	ἐν
0059	003	43b	-	12	-	αὐτὸς	-	-	-	a-s---mn_	-	αὐτός
0059	003	43b	-	13	-	ἤθελον	-	-	-	v3piia---	-	ἐθέλω
0059	003	43b	-	14	-	ἐν	-	-	-	r--------	-	ἐν
0059	003	43b	-	15	-	τοσαύτῃ	-	-	-	a-s---fd_	-	τοσοῦτος
0059	003	43b	-	16	-	τε	-	-	-	d--------	-	τε
0059	003	43b	-	17	-	ἀγρυπνίᾳ	-	-	-	n-p---fn-	-	ἀγρυπνία
0059	003	43b	-	18	-	καὶ	-	-	-	c--------	-	καί
0059	003	43b	-	19	-	λύπῃ	-	-	-	n-s---fd-	-	λύπη
0059	003	43b	-	20	-	εἶναι	-	-	-	v--pna---	-	εἰμί
0059	003	43b	-	21	-	,	-	-	-	u--------	-	punc1
0059	003	43b	-	22	-	ἀλλὰ	-	-	-	c--------	-	ἀλλά
0059	003	43b	-	23	-	καὶ	-	-	-	d-------_	-	καὶ
0059	003	43b	-	24	-	σοῦ	-	-	-	p-s---mg-	-	σύ
0059	003	43b	-	25	-	πάλαι	-	-	-	d--------	-	πάλαι
0059	003	43b	-	26	-	θαυμάζω	-	-	-	v1spsa---	-	θαυμάζω
0059	003	43b	-	27	-	αἰσθανόμενος	-	-	-	v-sppmmn-	-	αἰσθάνομαι
0059	003	43b	-	28	-	ὡς	-	-	-	c--------	-	ὡς
0059	003	43b	-	29	-	ἡδέως	-	-	-	d--------	-	ἡδέως
0059	003	43b	-	30	-	καθεύδεις	-	-	-	v2spia---	-	καθεύδω
0059	003	43b	-	31	-	·	-	-	-	u--------	-	punc1
0059	003	43b	-	32	-	ἐπήγειρα	-	-	-	v1saia---	-	ἐπαγείρω
0059	003	43b	-	1	-	καὶ	-	-	-	d-------_	-	καὶ
0059	003	43b	-	2	-	ἐπίτηδές	-	-	-	d--------	-	ἐπίτηδες
0059	003	43b	-	3	-	σε	-	-	-	p-s---ma-	-	σύ
0059	003	43b	-	4	-	οὐκ	-	-	-	d--------	-	οὐ
0059	003	43b	-	5	-	ἤγειρον	-	-	-	v1siia---	-	ἀγείρω
0059	003	43b	-	6	-	ἵνα	-	-	-	c--------	-	ἵνα
0059	003	43b	-	7	-	ὡς	-	-	-	d--------	-	ὡς
0059	003	43b	-	8	-	ἥδιστα	-	-	-	a-p---nas	-	ἡδύς
0059	003	43b	-	9	-	διάγῃς	-	-	-	v2spsa---	-	διάγω
0059	003	43b	-	10	-	.	-	-	-	u--------	-	punc1
